Url,TopicKey,Visits,UniqueVisitors,BounceRate,MedianActivePvl,OrganicSearch,Views,CSAT,CSATCount
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-csharp-tutorial-build-bot-framework-sa,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,8,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/manage-keysgo,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,2,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-boundaries_model-boundaries,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,8,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-boundaries%20model-boundaries,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,1,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/quickstart-create-data-factory-python,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,2,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-dotnet-tutorial-build-bot-framework-sample,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,4,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/entiti,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,1,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-concept-entedrprise,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,10,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/plan-your-ap,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,0,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-boundari,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,17,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/media/luis-tutorial-prebuilt-intents-and-entities/first-image.png)%5d(/media/luis-tutorial-prebuilt-intents-and-entities/first-image.png,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,2,0,2,0,2
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/label-suggested-utterances%5d,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,3,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-supported-language,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,16,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-concept-prebuilt-mod,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,43,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luisnodejs-tutorial-build-bot-framework-sample,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,12,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,982,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-cscharp-tutorial-build-bot-framework-sample,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,13,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis-csharp-tutorial-build-bot-framework-sample,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,2,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/azureibizasubscription%20shanmugam%20you%20can%20follow%20the%20above%20link%20for%20the%20steps%20of%20creating%20a%20sub%20key,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,1,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/sdk,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,2,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/create-the-luis-app,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,1,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-how-to-collaboration,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,5,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-reference-regions.md,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,1,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-concep,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,3,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-concept-pattern,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,2,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/luis-tutorial-batch-testingstrategy,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,0,5,0,1,0,1
https://docs.microsoft.com/en-us/azure/cognitive-services/luis/home,e528411d-cab0-b515-a072-8780a6f3a4f2,1,1,100,1,0,1,0,1
